json index,label index,Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign,end frame of video clip containing the sign,start frame of the sign,end frame of the sign,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,video file,sign type
4051,255,4075,FULL,FULL,FULL,525,670,575,620,5,S,5,S,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs
4052,255,4076,FULL,FULL,FULL,520,645,570,595,5,S,5,S,ASL_2008_05_12b_scene2-camera1.mov,Lexical Signs
4053,255,4077,FULL,FULL,FULL,416,540,466,490,5,S,5,S,ASL_2008_05_29a_scene32-camera1.mov,Lexical Signs
4054,255,4078,FULL,FULL,FULL,475,601,525,551,B-L,S,B-L,S,ASL_2008_08_06_scene2-camera1.mov,Lexical Signs
4055,255,4079,FULL,FULL,FULL,615,738,665,688,B-L,S,B-L,S,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs
4056,255,4080,FULL,FULL,FULL,6299,6415,6349,6365,5,S,5,S,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs
4057,255,4081,FULL,FULL,FULL,5279,5396,5329,5346,5,S,5,S,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs
4062,256,4086,FUNCTION,FUNCTION,FUNCTION+,1906,2055,1956,2005,F,B-L,F,B-L,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs
4063,256,4087,FUNCTION,FUNCTION,FUNCTION+,2856,3007,2906,2957,F,B,F,B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov,Lexical Signs
4064,256,4088,FUNCTION,FUNCTION_2,FUNCTION_2+,300,421,350,371,F,1,F,1,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs
4065,256,4089,FUNCTION,FUNCTION_2,FUNCTION_2+,1956,2080,2006,2030,F,1,F,1,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs
4066,256,4090,FUNCTION,FUNCTION_2,FUNCTION_2+++,1265,1410,1315,1360,F,1,F,1,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs
4067,256,4091,FUNCTION,FUNCTION_3,FUNCTION_3+,2105,2242,2155,2192,F,S,F,S,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs
4071,257,4096,FUNNY,FUNNY,FUNNY+,2456,2590,2506,2540,U-L,,10,,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs
4072,257,4097,FUNNY,FUNNY,FUNNY+,2737,2867,2787,2817,U-L,,10,,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs
4073,257,4098,FUNNY,FUNNY,FUNNY+,2780,2908,2830,2858,U-L,,10,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs
4074,257,4099,FUNNY,FUNNY,FUNNY+,7971,8093,8021,8043,U-L,,U-L,,ASL_2011_06_14_Brady_scene37-camera1.mov,Lexical Signs
4075,257,4100,FUNNY,FUNNY,FUNNY++,720,875,770,825,U-L,,10,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene30-camera1.mov,Lexical Signs
4076,257,4101,FUNNY,FUNNY,FUNNY++,1687,1830,1737,1780,U-L,,10,,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs
4077,257,207791,FUNNY,FUNNY,FUNNY+,1272,1403,1322,1353,U-L,,U-L,,ASL_2006_09_26_scene61-camera1.mov,Lexical Signs
4081,67,4105,FUTURE,FUTURE,FUTURE,3056,3201,3106,3151,B-L,,B-L,,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs
4082,67,4106,FUTURE,FUTURE,FUTURE,1626,1760,1676,1710,B-L,,B-L,,ASL_2008_03_28_scene42-camera1.mov,Lexical Signs
4083,67,4107,FUTURE,FUTURE,FUTURE,3518,3655,3568,3605,B-L,,B-L,,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs
4084,67,4108,FUTURE,FUTURE,FUTURE,1544,1661,1594,1611,B-L,,B-L,,ASL_2011_07_22_Brady_scene30-camera1.mov,Lexical Signs
4085,67,4109,FUTURE,FUTURE,FUTURE,4251,4372,4301,4322,B,,B,,ASL_2011_07_22_Brady_scene48-camera1.mov,Lexical Signs
4086,67,4110,FUTURE,FUTURE,FUTURE,580,708,630,658,B-L,,B-L,,ASL_2006_10_10_scene9-camera1.mov,Lexical Signs
4087,67,4111,FUTURE,FUTURE,FUTURE,615,769,665,719,5,,5,,ASL_2007_05_24_scene13-camera1.mov,Lexical Signs
4092,258,4116,GAMBLE,GAMBLE,GAMBLE,760,905,810,855,S,,5,,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs
4093,258,4117,GAMBLE,GAMBLE,GAMBLE,600,750,650,700,A,,5,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene27-camera1.mov,Lexical Signs
4094,258,4118,GAMBLE,GAMBLE,GAMBLE,345,480,395,430,S,,5,,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs
4095,258,4119,GAMBLE,GAMBLE,GAMBLE,506,640,556,590,A,,5,,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs
4096,258,4120,GAMBLE,GAMBLE,GAMBLE,1012,1132,1062,1082,S,,5,,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs
4097,258,4121,GAMBLE,GAMBLE,GAMBLE,5440,5560,5490,5510,S,,5,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs
4098,259,4122,GAME,GAME,GAME+,985,1130,1035,1080,10,10,10,10,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs
4099,259,4123,GAME,GAME,GAME+,769,897,819,847,10,10,10,10,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs
4100,259,4124,GAME,GAME,GAME+,5681,5808,5731,5758,10,10,10,10,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs
4101,259,4125,GAME,GAME,GAME+,2165,2290,2215,2240,10,10,10,10,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs
4102,259,4126,GAME,GAME,GAME++,500,651,550,601,10,10,10,10,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs
4103,259,4127,GAME,GAME,GAME++,2088,2241,2138,2191,10,10,10,10,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs
4113,260,4138,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP,1006,1161,1056,1111,10,S,10,S,ASL_2008_02_29_scene3-camera1.mov,Lexical Signs
4114,260,4141,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP,8844,8971,8894,8921,10,full-M,10,full-M,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs
4115,260,4142,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,3215,3400,3265,3350,10,S,10,S,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs
4116,260,4143,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,1790,1931,1840,1881,10,S,10,S,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs
4117,260,4144,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,2952,3079,3002,3029,10,S,10,S,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs
4118,260,207962,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,74,203,124,153,10,S,10,S,ASL_2011_07_19_Brady_scene48-camera1.mov,Lexical Signs
4119,260,207963,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP,2298,2410,2348,2360,10,S,10,S,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs
4120,260,207964,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP++,2228,2379,2278,2329,10,S,10,S,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs
4134,261,4158,GENERATION,GENERATION,GENERATION+,700,880,750,830,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs
4135,261,4159,GENERATION,GENERATION,GENERATION+,785,971,835,921,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene41-camera1.mov,Lexical Signs
4136,261,4160,GENERATION,GENERATION,GENERATION+,1373,1520,1423,1470,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs
4137,261,4161,GENERATION,GENERATION,GENERATION+,1477,1626,1527,1576,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene34-camera1.mov,Lexical Signs
4138,261,4162,GENERATION,GENERATION,GENERATION+,104,251,154,201,bent-B,bent-B,bent-B,bent-B,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs
4139,261,4163,GENERATION,GENERATION,GENERATION+,6915,7058,6965,7008,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene44-camera1.mov,Lexical Signs
4162,262,4187,GET-TICKET,GET-TICKET,GET-TICKET,1935,2090,1985,2040,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs
4163,262,4188,GET-TICKET,GET-TICKET,GET-TICKET,725,867,775,817,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs
4164,262,4190,GET-TICKET,GET-TICKET,GET-TICKET,430,555,480,505,crvd-V,B-L,crvd-V,B-L,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs
4165,262,4191,GET-TICKET,GET-TICKET,GET-TICKET,2893,3020,2943,2970,crvd-V,B-L,crvd-V,B-L,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs
4166,262,4192,GET-TICKET,GET-TICKET,GET-TICKET,930,1050,980,1000,crvd-V,B-L,crvd-V,B-L,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs
4167,262,4193,GET-TICKET,GET-TICKET,GET-TICKET,2015,2138,2065,2088,crvd-V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs
4168,262,4194,GET-TICKET,GET-TICKET,GET-TICKET,3187,3311,3237,3261,crvd-V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs
4170,262,4197,GET-TICKET,GET-TICKET,GET-TICKET++,3970,4100,4020,4050,crvd-V,B-L,crvd-V,B-L,ASL_2008_03_28_scene17-camera1.mov,Lexical Signs
4171,262,207965,GET-TICKET,GET-TICKET,GET-TICKET,1709,1842,1759,1792,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs
4172,262,207966,GET-TICKET,GET-TICKET,GET-TICKET,1912,2038,1962,1988,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs
4178,263,4203,GHOST,GHOST,GHOST,1216,1361,1266,1311,8,8,8,8,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs
4179,263,4204,GHOST,GHOST,GHOST,1660,1795,1710,1745,8,8,8,8,ASL_2008_02_29_scene39-camera1.mov,Lexical Signs
4180,263,4205,GHOST,GHOST,GHOST,1713,1850,1763,1800,8,8,8,8,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs
4181,263,4206,GHOST,GHOST,GHOST,4091,4231,4141,4181,8,8,8,8,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs
4182,263,4207,GHOST,GHOST,GHOST,2400,2544,2450,2494,8,8,8,8,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs
4183,263,4208,GHOST,GHOST_2,GHOST_2,4055,4201,4105,4151,F,O,F,O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene11-camera1.mov,Lexical Signs
4184,263,4209,GHOST,GHOST_2,GHOST_2,782,937,832,887,F,O,F,O,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs
4185,263,4210,GHOST,GHOST_2,GHOST_2,4402,4540,4452,4490,F,O,F,O,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs
4186,18,4211,GIFT,GIFT,GIFT,1687,1820,1737,1770,X,X,X,X,ASL_2008_02_15_scene47-camera1.mov,Lexical Signs
4187,18,4212,GIFT,GIFT,GIFT,2756,2870,2806,2820,X,X,X,X,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs
4189,264,4214,GIGGLE,GIGGLE,GIGGLE,2075,2225,2125,2175,crvd-B,,crvd-B,,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs
4190,264,4215,GIGGLE,GIGGLE,GIGGLE,1730,1861,1780,1811,bent-B-L,,bent-B-L,,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs
4191,264,4216,GIGGLE,GIGGLE,GIGGLE,2766,2896,2816,2846,bent-B,,bent-B,,ASL_2008_08_04_scene48-camera1.mov,Lexical Signs
4192,264,4217,GIGGLE,GIGGLE,GIGGLE,3010,3130,3060,3080,bent-B,,bent-B,,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs
4193,264,4218,GIGGLE,GIGGLE,GIGGLE,5383,5512,5433,5462,bent-B,,bent-B,,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs
4194,264,4219,GIGGLE,GIGGLE,GIGGLE,1273,1415,1323,1365,bent-B,,bent-B,,ASL_2011_07_22_Brady_scene40-camera1.mov,Lexical Signs
4199,265,4224,GIRL,GIRL,GIRL+,2315,2445,2365,2395,10,,10,,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs
4200,265,4225,GIRL,GIRL,GIRL+,3293,3420,3343,3370,10,,10,,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs
4201,265,4226,GIRL,GIRL,GIRL+,224,347,274,297,10,,10,,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs
4202,265,4227,GIRL,GIRL,GIRL+,393,520,443,470,10,,10,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4203,265,4228,GIRL,GIRL,GIRL+,258,412,308,362,10,,10,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4204,265,4229,GIRL,GIRL,GIRL++,1920,2065,1970,2015,10,,10,,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs
4205,39,4231,GIVE,GIVE,GIVE,792,916,842,866,flat-O,,flat-O,,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs
4206,39,4233,GIVE,GIVE,GIVE,520,663,570,613,flat-O,,flat-O,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4207,266,4234,GIVE-UP,GIVE-UP,GIVE-UP,451,595,501,545,crvd-B,crvd-B,B-L,B-L,ASL_2008_02_01_scene5-camera1.mov,Lexical Signs
4208,266,4235,GIVE-UP,GIVE-UP,GIVE-UP,276,405,326,355,B-L,B-L,B-L,B-L,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs
4209,266,4236,GIVE-UP,GIVE-UP,GIVE-UP,182,310,232,260,crvd-B,crvd-B,B-L,B-L,ASL_2008_08_13_scene5-camera1.mov,Lexical Signs
4210,266,4237,GIVE-UP,GIVE-UP,GIVE-UP,1480,1598,1530,1548,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs
4211,266,4238,GIVE-UP,GIVE-UP,GIVE-UP,2834,2954,2884,2904,bent-B-L,bent-B-L,B-L,B-L,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs
4212,266,4239,GIVE-UP,GIVE-UP,GIVE-UP,2772,2919,2822,2869,bent-B,bent-B,B-L,B-L,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs
4213,39,4232,GIVE,GIVE_2,GIVE_2,664,776,714,726,flat-O,,flat-O,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4214,39,4240,GIVE,GIVE_2,GIVE_2,1496,1636,1546,1586,flat-O,,flat-O,,ASL_2008_01_18_scene44-camera1.mov,Lexical Signs
4226,69,4253,GLUE,GLUE,GLUE,1152,1301,1202,1251,cocked-S,B-L,cocked-S,B-L,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs
4227,69,4254,GLUE,GLUE,GLUE+,892,1077,942,1027,cocked-S,B-L,cocked-S,B-L,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs
4228,69,4255,GLUE,GLUE,GLUE+,755,890,805,840,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs
4229,69,207793,GLUE,GLUE,GLUE,1051,1190,1101,1140,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs
4230,8,4256,GO,GO,GO,940,1070,990,1020,1,1,1,1,ASL_2008_01_11_scene24-camera1.mov,Lexical Signs
4231,8,4259,GO,GO,GO+,1145,1271,1195,1221,1,1,1,bent-1,ASL_2008_01_11_scene24-camera1.mov,Lexical Signs
4232,8,4260,GO,GO,GO+,970,1101,1020,1051,1,1,1,1,ASL_2008_05_12a_scene16-camera1.mov,Lexical Signs
4233,8,4261,GO,GO,GO+,3115,3241,3165,3191,1,1,bent-1,bent-1,ASL_2008_08_04_scene16-camera1.mov,Lexical Signs
4234,8,4262,GO,GO,GO++,2290,2430,2340,2380,1,1,1,1,ASL_2008_05_12a_scene16-camera1.mov,Lexical Signs
4235,8,207660,GO,GO,GO,1352,1475,1402,1425,1,1,1,1,ASL_2008_08_04_scene16-camera1.mov,Lexical Signs
4236,8,207661,GO,GO,GO,1368,1477,1418,1427,1,1,1,1,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs
4237,267,4263,GO-AWAY,GO-AWAY,GO-AWAY,705,830,755,780,bent-B-L,,5,,ASL_2008_01_11_scene27-camera1.mov,Lexical Signs
4238,267,4264,GO-AWAY,GO-AWAY,GO-AWAY,3636,3760,3686,3710,bent-B-L,,5,,ASL_2008_05_12a_scene17-camera1.mov,Lexical Signs
4239,267,4265,GO-AWAY,GO-AWAY,GO-AWAY,1465,1591,1515,1541,bent-B-L,,5,,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs
4240,267,4266,GO-AWAY,GO-AWAY,GO-AWAY,3103,3225,3153,3175,crvd-B,,5,,ASL_2008_08_04_scene17-camera1.mov,Lexical Signs
4241,267,4267,GO-AWAY,GO-AWAY,GO-AWAY,2530,2658,2580,2608,crvd-B,,B-L,,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs
4242,267,4268,GO-AWAY,GO-AWAY,GO-AWAY,3828,3951,3878,3901,bent-B-L,,B-L,,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs
4243,267,4269,GO-AWAY,GO-AWAY_2,GO-AWAY_2,1790,1915,1840,1865,bent-B-L,,B-L,,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs
4244,267,4270,GO-AWAY,GO-AWAY_2,GO-AWAY_2+++,209,337,259,287,B-L,,B-L,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs
4257,268,4283,GOAL,GOAL,GOAL,836,981,886,931,1,1,1,1,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs
4258,268,4284,GOAL,GOAL,GOAL,1535,1675,1585,1625,1,1,1,1,ASL_2008_02_29_scene40-camera1.mov,Lexical Signs
4259,268,4285,GOAL,GOAL,GOAL,1495,1627,1545,1577,1,1,1,1,ASL_2008_03_28_scene21-camera1.mov,Lexical Signs
4260,268,4286,GOAL,GOAL,GOAL,490,617,540,567,1,1,1,1,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs
4261,268,4287,GOAL,GOAL,GOAL,996,1125,1046,1075,1,D,1,D,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs
4262,268,4288,GOAL,GOAL,GOAL,1806,1921,1856,1871,1,1,1,1,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs
4263,268,4289,GOAL,GOAL,GOAL,2844,2970,2894,2920,1,1,1,1,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs
4264,268,4290,GOAL,GOAL,GOAL,1266,1390,1316,1340,1,1,1,1,ASL_2011_07_22_Brady_scene9-camera1.mov,Lexical Signs
4272,27,4298,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,1995,2115,2045,2065,I-L-Y,,Y,,ASL_2008_01_11_scene61-camera1.mov,Lexical Signs
4273,27,4299,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,2915,3030,2965,2980,I-L-Y,,Y,,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs
4274,27,4300,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,1957,2072,2007,2022,I-L-Y,,Y,,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs
4275,27,4301,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,13993,14106,14043,14056,L,,Y,,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
4276,27,4302,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,14268,14385,14318,14335,L,,Y,,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
4277,27,4303,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,2705,2823,2755,2773,L,,Y,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs
4278,27,4304,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA+,307,435,357,385,I-L-Y,,Y,,ASL_2006_10_10_scene5-camera1.mov,Lexical Signs
4283,269,4309,GONE,GONE,GONE,1937,2076,1987,2026,5,5,flat-O,flat-O,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs
4284,269,4310,GONE,GONE,GONE,1223,1371,1273,1321,crvd-5,crvd-5,flat-O,flat-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,Lexical Signs
4285,269,4311,GONE,GONE,GONE,1560,1696,1610,1646,5,B-L,O,B-L,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs
4286,269,4312,GONE,GONE,GONE,2602,2723,2652,2673,5,B-L,flat-O,B-L,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs
4287,269,4313,GONE,GONE,GONE,3230,3350,3280,3300,5,5,flat-O,5,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs
4288,269,4314,GONE,GONE,GONE,1610,1745,1660,1695,crvd-sprd-B,5,flat-O,5,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs
4292,270,4318,GOSSIP,GOSSIP,GOSSIP+,1340,1507,1390,1457,crvd-L,crvd-L,baby-O,baby-O,ASL_2008_02_01_scene9-camera1.mov,Lexical Signs
4293,270,4319,GOSSIP,GOSSIP,GOSSIP++,1403,1550,1453,1500,crvd-L,crvd-L,baby-O,baby-O,ASL_2008_08_13_scene8-camera1.mov,Lexical Signs
4294,270,4320,GOSSIP,GOSSIP,GOSSIP++,809,935,859,885,L,L,baby-O,baby-O,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4295,270,4321,GOSSIP,GOSSIP,GOSSIP+++,1325,1462,1375,1412,baby-O,baby-O,baby-O,G,ASL_2008_05_29a_scene40-camera1.mov,Lexical Signs
4296,270,4322,GOSSIP,GOSSIP,GOSSIP+++,806,963,856,913,L,L,flat-G,flat-G,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4297,270,4323,GOSSIP,GOSSIP,GOSSIP+++,646,815,696,765,L,L,baby-O,baby-O,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4298,70,4324,GOVERNMENT,GOVERNMENT,GOVERNMENT,1125,1260,1175,1210,1,,1,,ASL_2008_01_11_scene64-camera1.mov,Lexical Signs
4299,70,4325,GOVERNMENT,GOVERNMENT,GOVERNMENT,1520,1676,1570,1626,1,,1,,ASL_2008_02_01_scene9-camera1.mov,Lexical Signs
4300,70,4326,GOVERNMENT,GOVERNMENT,GOVERNMENT,1845,1965,1895,1915,cocked-S,,1,,ASL_2008_05_29a_scene40-camera1.mov,Lexical Signs
4301,70,4327,GOVERNMENT,GOVERNMENT,GOVERNMENT,2330,2460,2380,2410,1,,1,,ASL_2008_08_04_scene41-camera1.mov,Lexical Signs
4302,70,4328,GOVERNMENT,GOVERNMENT,GOVERNMENT,1648,1777,1698,1727,1,,1,,ASL_2008_08_13_scene8-camera1.mov,Lexical Signs
4303,70,4329,GOVERNMENT,GOVERNMENT,GOVERNMENT,2478,2608,2528,2558,1,,1,,ASL_2008_08_13_scene8-camera1.mov,Lexical Signs
4304,70,4330,GOVERNMENT,GOVERNMENT,GOVERNMENT,11517,11650,11567,11600,1,,1,,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
4305,70,4331,GOVERNMENT,GOVERNMENT,GOVERNMENT,1473,1594,1523,1544,1,,1,,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4306,70,4332,GOVERNMENT,GOVERNMENT,GOVERNMENT,1919,2035,1969,1985,1,,1,,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4307,70,4333,GOVERNMENT,GOVERNMENT,GOVERNMENT,1097,1223,1147,1173,1,,1,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4308,271,4334,GRAB,GRAB,GRAB,776,920,826,870,5,5,S,S,ASL_2008_02_01_scene10-camera1.mov,Lexical Signs
4309,271,4335,GRAB,GRAB,GRAB,1631,1765,1681,1715,5,5,S,S,ASL_2008_05_12a_scene25-camera1.mov,Lexical Signs
4310,271,4336,GRAB,GRAB,GRAB,2012,2140,2062,2090,5,5,S,S,ASL_2008_05_12a_scene25-camera1.mov,Lexical Signs
4311,271,4337,GRAB,GRAB,GRAB,2968,3090,3018,3040,crvd-5,crvd-5,S,S,ASL_2008_08_13_scene8-camera1.mov,Lexical Signs
4312,271,4338,GRAB,GRAB,GRAB,1057,1181,1107,1131,5,5,S,S,ASL_2011_07_22_Brady_scene55-camera1.mov,Lexical Signs
4318,271,4344,GRAB,GRAB_2,GRAB_2,2088,2222,2138,2172,crvd-5,crvd-5,S,S,ASL_2008_05_29a_scene40-camera1.mov,Lexical Signs
4319,272,4345,GRAD,GRAD,GRAD+,525,681,575,631,V,B-L,V,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene30-camera1.mov,Lexical Signs
4320,272,4346,GRAD,GRAD,GRAD+,240,370,290,320,V,B-L,V,B-L,ASL_2008_08_13_scene9-camera1.mov,Lexical Signs
4321,272,4347,GRAD,GRAD,GRAD+,5644,5769,5694,5719,K,B-L,K,B-L,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4322,272,4348,GRAD,GRAD,GRAD+,7702,7826,7752,7776,K,B-L,K,B-L,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4323,272,4349,GRAD,GRAD,GRAD++,421,572,471,522,V,B-L,V,B-L,ASL_2008_02_01_scene11-camera1.mov,Lexical Signs
4324,272,4350,GRAD,GRAD,GRAD++,5347,5481,5397,5431,K,crvd-flat-B,K,crvd-flat-B,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4330,273,4356,GRADUAL-IMPROVE,GRADUAL-IMPROVE,GRADUAL-IMPROVE,900,1065,950,1015,B-L,B,B-L,B,ASL_2008_02_01_scene30-camera1.mov,Lexical Signs
4331,273,4357,GRADUAL-IMPROVE,GRADUAL-IMPROVE,GRADUAL-IMPROVE,2595,2766,2645,2716,B-L,B,B-L,B,ASL_2008_02_01_scene30-camera1.mov,Lexical Signs
4332,273,4358,GRADUAL-IMPROVE,GRADUAL-IMPROVE,GRADUAL-IMPROVE,2906,3059,2956,3009,B-L,psv,B-L,psv,ASL_2011_06_14_Brady_scene39-camera1.mov,Lexical Signs
